,index,year,month,day,hour,tide,SWP,PVP,NI,NSP,LG,FP,IBP,MBHS,AFP,CP,FLP,MBM,MiamiBeach,s27t
5/23/2019 0:00,1,2019,5,23,0,0.157,-0.19,-0.24,0.15,0.47,0.1,0.21,0.27,0.1,0.21,0.51,-0.38,0.64,0.124671916,0.454
5/23/2019 1:00,2,2019,5,23,1,0.348,0,-0.11,0.45,0.48,0.25,0.42,0.33,0.05,0.15,0.52,-0.46,0.71,-0.259186352,0.256875
5/23/2019 2:00,3,2019,5,23,2,0.23,-0.01,-0.13,0.4,0.38,0.26,0.43,0.24,-0.1,-0.07,0.43,-0.7,0.54,-0.800524934,-0.097727274
5/23/2019 3:00,4,2019,5,23,3,-0.253,-0.17,-0.24,0.1,0.15,0.1,0.27,0.04,-0.34,-0.38,0.31,-1.03,0.13,-1.361548556,-0.560526316
5/23/2019 4:00,5,2019,5,23,4,-0.659,-0.4,-0.4,-0.28,-0.13,-0.09,0.07,-0.2,-0.58,-0.69,0.18,-1.32,-0.31,-1.797900262,-1.084516129
5/23/2019 5:00,6,2019,5,23,5,-1.047,-0.69,-0.57,-0.71,-0.37,-0.32,-0.22,-0.41,-0.77,-0.93,0.07,-1.57,-0.67,-2.007874016,-1.409411765
5/23/2019 6:00,7,2019,5,23,6,-1.332,-0.93,-0.72,-1.08,-0.52,-0.52,-0.43,-0.58,-0.89,-1.06,0,-1.67,-0.99,-1.945538058,-1.66375
5/23/2019 7:00,8,2019,5,23,7,-1.49,-1.11,-0.84,-1.37,-0.58,-0.68,-0.62,-0.64,-0.89,-1.05,0,-1.63,-1.08,-1.637139108,-1.570769232
5/23/2019 8:00,9,2019,5,23,8,-1.427,-1.17,-0.88,-1.47,-0.48,-0.72,-0.68,-0.56,-0.76,-0.85,0.1,-1.4,-0.95,-1.171259843,-1.238235295
5/23/2019 9:00,10,2019,5,23,9,-1.115,-1.05,-0.8,-1.24,-0.29,-0.6,-0.56,-0.41,-0.56,-0.57,0.2,-1.1,-0.59,-0.675853018,-0.808421053
5/23/2019 10:00,11,2019,5,23,10,-0.709,-0.81,-0.64,-0.86,-0.03,-0.42,-0.35,-0.19,-0.35,-0.31,0.32,-0.85,-0.12,-0.282152231,-0.3465
5/23/2019 11:00,12,2019,5,23,11,-0.361,-0.54,-0.48,-0.43,0.18,-0.19,-0.12,0.02,-0.17,-0.09,0.41,-0.65,0.16,-0.098425197,0.023846155
5/23/2019 12:00,13,2019,5,23,12,-0.085,-0.31,-0.34,-0.07,0.31,-0.01,0.14,0.14,-0.06,0.02,0.44,-0.56,0.4,-0.180446194,0.135555554
5/23/2019 13:00,14,2019,5,23,13,0.036,-0.17,-0.25,0.15,0.32,0.11,0.29,0.18,-0.09,-0.04,0.46,-0.64,0.46,-0.505249344,-0.09
5/23/2019 14:00,15,2019,5,23,14,-0.102,-0.19,-0.26,0.1,0.21,0.11,0.26,0.11,-0.26,-0.25,0.35,-0.87,0.31,-1.000656168,-0.41882353
5/23/2019 15:00,16,2019,5,23,15,-0.502,-0.35,-0.36,-0.19,0,-0.04,0.12,-0.07,-0.49,-0.54,0.23,-1.18,-0.07,-1.535433071,-0.861739131
5/23/2019 16:00,17,2019,5,23,16,-0.912,-0.58,-0.52,-0.55,-0.27,-0.24,-0.11,-0.32,-0.71,-0.83,0.1,-1.5,-0.5,-1.984908136,-1.271470587
5/23/2019 17:00,18,2019,5,23,17,-1.27,-0.86,-0.7,-0.94,-0.51,-0.45,-0.35,-0.54,-0.92,-1.09,-0.03,-1.75,-0.9,-2.227690289,-1.688125
5/23/2019 18:00,19,2019,5,23,18,-1.64,-1.09,-0.86,-1.3,-0.69,-0.66,-0.58,-0.71,-1.05,-1.26,-0.11,-1.87,-1.23,-2.204724409,-1.942222221
5/23/2019 19:00,20,2019,5,23,19,-1.811,-1.3,-0.98,-1.61,-0.76,-0.84,-0.79,-0.8,-1.08,-1.27,-0.11,-1.84,-1.33,-1.919291339,-1.93
5/23/2019 20:00,21,2019,5,23,20,-1.745,-1.39,-1.02,-1.75,-0.7,-0.9,-0.89,-0.75,-0.95,-1.08,-0.05,-1.62,-1.22,-1.437007874,-1.601578947
5/23/2019 21:00,22,2019,5,23,21,-1.473,-1.28,-0.96,-1.57,-0.46,-0.81,-0.77,-0.58,-0.72,-0.76,0.09,-1.29,-0.87,-0.869422572,-1.116818182
5/23/2019 22:00,23,2019,5,23,22,-0.988,-1.03,-0.81,-1.17,-0.16,-0.61,-0.56,-0.31,-0.47,-0.43,0.23,-0.96,-0.37,-0.354330709,-0.552916667
5/23/2019 23:00,24,2019,5,23,23,-0.472,-0.72,-0.61,-0.7,0.13,-0.34,-0.28,-0.05,-0.22,-0.11,0.38,-0.65,0.09,-0.00656168,0.010454544
5/24/2019 0:00,25,2019,5,24,0,-0.052,-0.4,-0.4,-0.19,0.37,-0.08,0.01,0.19,-0.03,0.1,0.47,-0.47,0.48,0.091863517,0.339090909
5/24/2019 1:00,26,2019,5,24,1,0.253,-0.13,-0.24,0.23,0.49,0.14,0.27,0.33,0.06,0.19,0.52,-0.4,0.67,-0.068897638,0.364
5/24/2019 2:00,27,2019,5,24,2,0.341,0.01,-0.16,0.44,0.47,0.23,0.4,0.33,-0.01,0.08,0.47,-0.53,0.67,-0.446194226,0.095555554
5/24/2019 3:00,28,2019,5,24,3,0.052,-0.05,-0.19,0.28,0.31,0.2,0.4,0.2,-0.21,-0.18,0.4,-0.79,0.42,-0.93832021,-0.306666667
5/24/2019 4:00,29,2019,5,24,4,-0.374,-0.25,-0.3,-0.05,0.1,0.01,0.16,0,-0.4,-0.44,0.29,-1.07,0.03,-1.420603675,-0.672
5/24/2019 5:00,30,2019,5,24,5,-0.751,-0.5,-0.44,-0.45,-0.14,-0.16,-0.02,-0.22,-0.58,-0.68,0.18,-1.31,-0.44,-1.774934383,-1.113214285
5/24/2019 6:00,31,2019,5,24,6,-1.017,-0.71,-0.59,-0.78,-0.31,-0.35,-0.25,-0.36,-0.76,-0.86,0.1,-1.5,-0.65,-1.919291339,-1.376428573
5/24/2019 7:00,32,2019,5,24,7,-1.263,-0.91,-0.73,-1.09,-0.45,-0.51,-0.44,-0.48,-0.82,-0.95,0.06,-1.55,-0.86,-1.824146982,-1.508571427
5/24/2019 8:00,33,2019,5,24,8,-1.358,-1.05,-0.8,-1.3,-0.43,-0.62,-0.57,-0.5,-0.8,-0.88,0.07,-1.45,-0.88,-1.522309711,-1.321538461
5/24/2019 9:00,34,2019,5,24,9,-1.214,-1.03,-0.78,-1.24,-0.33,-0.61,-0.56,-0.43,-0.63,-0.67,0.16,-1.22,-0.69,-1.099081365,-0.962631578
5/24/2019 10:00,35,2019,5,24,10,-0.883,-0.88,-0.7,-0.99,-0.16,-0.48,-0.42,-0.28,-0.44,-0.42,0.27,-0.96,-0.35,-0.672572178,-0.531666667
5/24/2019 11:00,36,2019,5,24,11,-0.528,-0.64,-0.54,-0.61,0.09,-0.28,-0.19,-0.05,-0.24,-0.16,0.4,-0.72,0.01,-0.354330709,-0.109444446
5/24/2019 12:00,37,2019,5,24,12,-0.164,-0.4,-0.39,-0.23,0.29,-0.08,0.02,0.16,-0.07,0.03,0.49,-0.55,0.33,-0.226377953,0.189090909
5/24/2019 13:00,38,2019,5,24,13,0.082,-0.18,-0.25,0.12,0.4,0.1,0.21,0.27,0.02,0.13,0.52,-0.47,0.54,-0.331364829,0.2
5/24/2019 14:00,39,2019,5,24,14,0.141,-0.09,-0.19,0.27,0.38,0.18,0.33,0.29,-0.04,0.02,0.48,-0.55,0.58,-0.643044619,-0.009285715
5/24/2019 15:00,40,2019,5,24,15,-0.033,-0.14,-0.21,0.15,0.3,0.12,0.26,0.18,-0.21,-0.18,0.4,-0.79,0.38,-1.082677165,-0.349411765
5/24/2019 16:00,41,2019,5,24,16,-0.384,-0.29,-0.31,-0.12,0.08,0.01,0.16,0.01,-0.39,-0.44,0.32,-1.08,0.06,-1.541994751,-0.7
5/24/2019 17:00,42,2019,5,24,17,-0.768,-0.51,-0.45,-0.47,-0.13,-0.17,-0.06,-0.18,-0.6,-0.68,0.19,-1.3,-0.35,-1.902887139,-1.133225807
5/24/2019 18:00,43,2019,5,24,18,-1.099,-0.74,-0.6,-0.81,-0.35,-0.35,-0.26,-0.37,-0.76,-0.91,0.09,-1.53,-0.64,-2.080052493,-1.45
5/24/2019 19:00,44,2019,5,24,19,-1.348,-0.96,-0.74,-1.12,-0.49,-0.52,-0.45,-0.52,-0.87,-1,0.02,-1.6,-0.91,-2.017716535,-1.645
5/24/2019 20:00,45,2019,5,24,20,-1.473,-1.11,-0.83,-1.38,-0.52,-0.66,-0.63,-0.57,-0.87,-0.99,0.04,-1.56,-0.86,-1.735564304,-1.487
5/24/2019 21:00,46,2019,5,24,21,-1.332,-1.13,-0.85,-1.39,-0.42,-0.68,-0.65,-0.51,-0.72,-0.77,0.1,-1.3,-0.9,-1.292650919,-1.139473684
5/24/2019 22:00,47,2019,5,24,22,-1.01,-0.98,-0.77,-1.13,-0.24,-0.55,-0.51,-0.34,-0.51,-0.49,0.22,-1.02,-0.46,-0.797244094,-0.679523809
5/24/2019 23:00,48,2019,5,24,23,-0.6,-0.73,-0.6,-0.74,0.05,-0.35,-0.25,-0.09,-0.28,-0.2,0.35,-0.73,-0.07,-0.364173228,-0.167391306
5/25/2019 0:00,49,2019,5,25,0,-0.236,-0.46,-0.43,-0.31,0.27,-0.13,-0.04,0.12,-0.07,0.05,0.48,-0.49,0.32,-0.091863517,0.214615384
5/25/2019 1:00,50,2019,5,25,1,0.112,-0.19,-0.26,0.09,0.46,0.09,0.26,0.34,0.06,0.21,0.55,-0.38,0.61,-0.042650919,0.434
5/25/2019 2:00,51,2019,5,25,2,0.295,0,-0.14,0.4,0.54,0.26,0.43,0.41,0.14,0.25,0.58,-0.34,0.75,-0.226377953,0.377692306
5/25/2019 3:00,52,2019,5,25,3,0.322,0.07,-0.08,0.49,0.52,0.31,0.45,0.42,0.04,0.14,0.56,-0.46,0.72,-0.583989501,0.134782608
5/25/2019 4:00,53,2019,5,25,4,0.036,0,-0.11,0.3,0.39,0.24,0.38,0.29,-0.11,-0.08,0.48,-0.67,0.51,-1.033464567,-0.246666667
5/25/2019 5:00,54,2019,5,25,5,-0.335,-0.2,-0.23,-0.02,0.18,0.08,0.22,0.11,-0.31,-0.35,0.37,-0.95,0.28,-1.456692913,-0.593333333
5/25/2019 6:00,55,2019,5,25,6,-0.686,-0.41,-0.36,-0.35,-0.03,-0.09,0.02,-0.09,-0.5,-0.58,0.28,-1.21,-0.21,-1.755249344,-1.031333333
5/25/2019 7:00,56,2019,5,25,7,-0.997,-0.61,-0.5,-0.68,-0.2,-0.27,-0.18,-0.23,-0.66,-0.76,0.19,-1.39,-0.53,-1.856955381,-1.265
5/25/2019 8:00,57,2019,5,25,8,-1.22,-0.82,-0.62,-0.98,-0.3,-0.41,-0.36,-0.37,-0.75,-0.86,0.15,-1.46,-0.73,-1.748687664,-1.372
5/25/2019 9:00,58,2019,5,25,9,-1.28,-0.93,-0.69,-1.15,-0.29,-0.53,-0.48,-0.4,-0.7,-0.79,0.17,-1.35,-0.76,-1.463254593,-1.199333333
5/25/2019 10:00,59,2019,5,25,10,-1.135,-0.91,-0.68,-1.12,-0.2,-0.51,-0.47,-0.32,-0.57,-0.59,0.23,-1.17,-0.59,-1.076115486,-0.84235294
5/25/2019 11:00,60,2019,5,25,11,-0.83,-0.76,-0.59,-0.85,0,-0.38,-0.32,-0.15,-0.38,-0.34,0.32,-0.88,-0.29,-0.692257218,-0.444444446
5/25/2019 12:00,61,2019,5,25,12,-0.472,-0.54,-0.46,-0.51,0.2,-0.2,-0.15,0.02,-0.19,-0.12,0.43,-0.67,0.06,-0.416666667,-0.0625
5/25/2019 13:00,62,2019,5,25,13,-0.194,-0.32,-0.31,-0.14,0.36,-0.02,0.07,0.2,-0.04,0.06,0.51,-0.5,0.34,-0.31824147,0.21
5/25/2019 14:00,63,2019,5,25,14,0.039,-0.14,-0.18,0.16,0.45,0.14,0.28,0.3,0.03,0.14,0.54,-0.45,0.54,-0.423228346,0.259090909
5/25/2019 15:00,64,2019,5,25,15,0.135,-0.03,-0.13,0.3,0.45,0.22,0.37,0.34,-0.02,0.05,0.52,-0.54,0.58,-0.708661417,0.023571427
5/25/2019 16:00,65,2019,5,25,16,-0.059,-0.09,-0.16,0.19,0.31,0.18,0.3,0.23,-0.18,-0.16,0.46,-0.78,0.39,-1.102362205,-0.322380951
5/25/2019 17:00,66,2019,5,25,17,-0.377,-0.26,-0.26,-0.11,0.13,0.04,0.14,0.08,-0.35,-0.38,0.36,-0.99,0.04,-1.505905512,-0.655333333
5/25/2019 18:00,67,2019,5,25,18,-0.741,-0.46,-0.39,-0.41,-0.07,-0.13,-0.02,-0.1,-0.53,-0.62,0.27,-1.23,-0.24,-1.817585302,-1.081
5/25/2019 19:00,68,2019,5,25,19,-1.04,-0.67,-0.52,-0.74,-0.21,-0.3,-0.21,-0.27,-0.7,-0.8,0.18,-1.41,-0.56,-1.955380577,-1.327
5/25/2019 20:00,69,2019,5,25,20,-1.217,-0.86,-0.63,-1.02,-0.33,-0.45,-0.41,-0.4,-0.76,-0.88,0.14,-1.45,-0.77,-1.87992126,-1.38
5/25/2019 21:00,70,2019,5,25,21,-1.276,-0.96,-0.71,-1.2,-0.33,-0.55,-0.51,-0.44,-0.71,-0.79,0.16,-1.35,-0.78,-1.610892388,-1.210714285
5/25/2019 22:00,71,2019,5,25,22,-1.155,-0.94,-0.7,-1.12,-0.23,-0.53,-0.5,-0.35,-0.59,-0.61,0.22,-1.16,-0.6,-1.204068241,-0.88
5/25/2019 23:00,72,2019,5,25,23,-0.873,-0.78,-0.62,-0.88,-0.03,-0.41,-0.36,-0.18,-0.39,-0.34,0.35,-0.88,-0.29,-0.761154856,-0.448421053
5/26/2019 0:00,73,2019,5,26,0,-0.505,-0.56,-0.46,-0.53,0.2,-0.21,-0.16,0.04,-0.18,-0.08,0.46,-0.63,0.08,-0.383858268,-0.006315791
5/26/2019 1:00,74,2019,5,26,1,-0.138,-0.3,-0.29,-0.14,0.45,0.01,0.12,0.24,0.02,0.15,0.57,-0.43,0.43,-0.160761155,0.361538461
5/26/2019 2:00,75,2019,5,26,2,0.18,-0.07,-0.15,0.25,0.57,0.21,0.33,0.42,0.12,0.25,0.61,-0.34,0.66,-0.144356955,0.517272726
5/26/2019 3:00,76,2019,5,26,3,0.344,0.1,-0.04,0.48,0.64,0.33,0.45,0.45,0.12,0.25,0.62,-0.35,0.76,-0.334645669,0.365
5/26/2019 4:00,77,2019,5,26,4,0.289,0.12,-0.02,0.5,0.6,0.33,0.46,0.43,0.02,0.1,0.59,-0.5,0.69,-0.682414698,0.074285715
5/26/2019 5:00,78,2019,5,26,5,-0.01,0,-0.07,0.25,0.45,0.26,0.41,0.3,-0.14,-0.1,0.5,-0.72,0.45,-1.105643045,-0.256875
5/26/2019 6:00,79,2019,5,26,6,-0.341,-0.17,-0.19,-0.02,0.25,0.09,0.2,0.11,-0.33,-0.34,0.41,-0.98,0.12,-1.499343832,-0.596875
5/26/2019 7:00,80,2019,5,26,7,-0.659,-0.38,-0.33,-0.36,0.01,-0.08,0.02,-0.07,-0.5,-0.58,0.31,-1.19,-0.23,-1.765091864,-1.005652175
5/26/2019 8:00,81,2019,5,26,8,-0.971,-0.6,-0.46,-0.68,-0.13,-0.24,-0.18,-0.24,-0.65,-0.74,0.23,-1.33,-0.52,-1.850393701,-1.207142858
5/26/2019 9:00,82,2019,5,26,9,-1.168,-0.77,-0.57,-0.94,-0.23,-0.39,-0.3,-0.31,-0.69,-0.8,0.2,-1.38,-0.69,-1.732283465,-1.268888888
5/26/2019 10:00,83,2019,5,26,10,-1.207,-0.86,-0.63,-1.1,-0.22,-0.46,-0.43,-0.33,-0.62,-0.69,0.23,-1.26,-0.69,-1.446850394,-1.037857142
5/26/2019 11:00,84,2019,5,26,11,-1.024,-0.83,-0.6,-1.01,-0.09,-0.42,-0.39,-0.23,-0.48,-0.47,0.31,-1.04,-0.47,-1.072834646,-0.688235295
5/26/2019 12:00,85,2019,5,26,12,-0.696,-0.64,-0.5,-0.68,0.11,-0.27,-0.24,-0.06,-0.3,-0.25,0.42,-0.81,-0.15,-0.705380577,-0.30764706
5/26/2019 13:00,86,2019,5,26,13,-0.427,-0.43,-0.35,-0.35,0.28,-0.1,-0.02,0.12,-0.13,-0.02,0.51,-0.59,0.15,-0.439632546,0.035
5/26/2019 14:00,87,2019,5,26,14,-0.18,-0.21,-0.22,-0.05,0.47,0.08,0.16,0.29,0,0.11,0.58,-0.47,0.4,-0.344488189,0.26625
5/26/2019 15:00,88,2019,5,26,15,0.043,-0.06,-0.11,0.23,0.55,0.22,0.34,0.38,0.04,0.17,0.6,-0.41,0.57,-0.446194226,0.261428573
5/26/2019 16:00,89,2019,5,26,16,0.118,0.02,-0.06,0.35,0.54,0.28,0.43,0.41,0,0.08,0.58,-0.5,0.58,-0.715223097,0.071481483
5/26/2019 17:00,90,2019,5,26,17,-0.036,-0.03,-0.09,0.24,0.45,0.23,0.32,0.3,-0.12,-0.09,0.51,-0.7,0.44,-1.085958005,-0.205789475
