date,year,month,day,hour,index,tide,SWP,PVP,NI,NSP,LG,FP,IBP,MBHS,AFP,CP,FLP,MBM,MiamiBeach,s27t
11/28/2018 7:00,2018,11,28,7,152,-1.43,-1.09,-0.38,-1.12,-0.18,-0.23,-0.19,-0.38,-0.5,-0.72,0.45,-2.01,-1.07,-1.916010499,-1.550909091
11/28/2018 8:00,2018,11,28,8,153,-1.096,-1.27,-0.47,-1.41,-0.15,-0.38,-0.39,-0.36,-0.41,-0.59,0.49,-1.83,-0.99,-1.381233596,-1.255263159
11/28/2018 9:00,2018,11,28,9,154,-0.643,-1.23,-0.45,-1.34,0.06,-0.32,-0.35,-0.23,-0.2,-0.26,0.63,-1.51,-0.69,-0.692257218,-0.738333333
11/28/2018 10:00,2018,11,28,10,155,-0.171,-0.98,-0.29,-0.92,0.38,-0.12,-0.11,0.05,0.04,0.08,0.76,-1.15,-0.24,-0.00984252,-0.103703704
11/28/2018 11:00,2018,11,28,11,156,0.351,-0.66,-0.07,-0.4,0.69,0.15,0.18,0.36,0.29,0.41,0.94,-0.85,0.24,0.505249344,0.518636365
11/28/2018 12:00,2018,11,28,12,157,0.83,-0.29,0.16,0.14,1.03,0.43,0.54,0.69,0.51,0.68,1.04,-0.6,0.67,0.734908136,1.02
11/28/2018 13:00,2018,11,28,13,158,1.06,0.05,0.37,0.65,1.22,0.7,0.8,0.87,0.67,0.84,1.12,-0.5,0.98,0.62664042,1.254444446
11/28/2018 14:00,2018,11,28,14,159,0.886,0.48,0.5,1.02,1.25,0.88,1.04,0.94,0.65,0.79,1.11,-0.57,1.1,0.219816273,0.972631578
11/28/2018 15:00,2018,11,28,15,160,0.371,0.28,0.52,0.99,1.1,0.88,1.05,0.82,0.48,0.54,1.03,-0.77,0.91,-0.383858268,0.5125
11/28/2018 16:00,2018,11,28,16,161,-0.112,0.09,0.4,0.64,0.87,0.7,0.84,0.64,0.28,0.26,0.93,-1.05,0.53,-1.036745407,0.028695653
11/28/2018 17:00,2018,11,28,17,162,-0.561,-0.18,0.22,0.2,0.57,0.49,0.65,0.35,0.02,-0.06,0.77,-1.41,0.1,-1.57152231,-0.455555554
11/28/2018 18:00,2018,11,28,18,163,-0.965,-0.5,0.02,-0.26,0.26,0.24,0.37,0.11,-0.18,-0.34,0.67,-1.68,-0.38,-1.86351706,-0.83764706
11/28/2018 19:00,2018,11,28,19,164,-1.207,-0.79,-0.18,-0.68,0.08,0,0.07,-0.11,-0.36,-0.55,0.54,-1.86,-0.69,-1.847112861,-1.251111112
11/28/2018 20:00,2018,11,28,20,165,-1.122,-1.03,-0.32,-1.05,0,-0.18,-0.16,-0.23,-0.38,-0.57,0.53,-1.84,-0.87,-1.528871391,-1.196153845
11/28/2018 21:00,2018,11,28,21,166,-0.817,-1.13,-0.38,-1.2,0.09,-0.27,-0.26,-0.17,-0.26,-0.36,0.63,-1.62,-0.74,-1.000656168,-0.816842106
11/28/2018 22:00,2018,11,28,22,167,-0.364,-1,-0.31,-0.99,0.28,-0.16,-0.13,0,-0.05,-0.05,0.7,-1.3,-0.42,-0.390419948,-0.316363635
11/28/2018 23:00,2018,11,28,23,168,0.115,-0.74,-0.15,-0.59,0.57,0.06,0.12,0.24,0.16,0.23,0.84,-0.98,0.04,0.137795276,0.220869564
11/29/2018 0:00,2018,11,29,0,169,0.531,-0.44,0.04,-0.08,0.83,0.29,0.37,0.47,0.38,0.5,0.98,-0.77,0.44,0.452755906,0.701052631
11/29/2018 1:00,2018,11,29,1,170,0.807,-0.15,0.23,0.37,1.01,0.53,0.65,0.69,0.52,0.67,1.05,-0.64,0.73,0.472440945,1.001818182
11/29/2018 2:00,2018,11,29,2,171,0.846,0.08,0.37,0.73,1.07,0.71,0.85,0.8,0.59,0.72,1.07,-0.64,0.91,0.190288714,0.893846155
11/29/2018 3:00,2018,11,29,3,172,0.39,0.16,0.41,0.84,1.03,0.79,0.94,0.75,0.48,0.55,1.01,-0.79,0.87,-0.32808399,0.510526316
11/29/2018 4:00,2018,11,29,4,173,-0.171,0.04,0.34,0.58,0.82,0.66,0.8,0.57,0.26,0.25,0.93,-1.06,0.57,-0.954724409,0.01
11/29/2018 5:00,2018,11,29,5,174,-0.646,-0.23,0.19,0.18,0.51,0.46,0.61,0.32,0.02,-0.05,0.77,-1.39,0.1,-1.532152231,-0.47
11/29/2018 6:00,2018,11,29,6,175,-1.076,-0.51,-0.01,-0.29,0.24,0.22,0.32,0.06,-0.23,-0.39,0.61,-1.73,-0.35,-1.925853018,-0.879444446
11/29/2018 7:00,2018,11,29,7,176,-1.322,-0.83,-0.22,-0.72,-0.03,-0.02,0.03,-0.21,-0.43,-0.61,0.49,-1.95,-0.78,-2.030839895,-1.329032257
11/29/2018 8:00,2018,11,29,8,177,-1.316,-1.08,-0.39,-1.09,-0.16,-0.24,-0.2,-0.34,-0.5,-0.7,0.44,-1.98,-1.01,-1.824146982,-1.459
11/29/2018 9:00,2018,11,29,9,178,-1.076,-1.26,-0.49,-1.36,-0.18,-0.37,-0.38,-0.37,-0.39,-0.56,0.49,-1.8,-0.97,-1.348425197,-1.185
11/29/2018 10:00,2018,11,29,10,179,-0.591,-1.21,-0.45,-1.27,0.02,-0.33,-0.32,-0.21,-0.22,-0.24,0.6,-1.49,-0.65,-0.721784777,-0.6724
11/29/2018 11:00,2018,11,29,11,180,-0.118,-0.95,-0.3,-0.87,0.33,-0.12,-0.1,0.07,0.05,0.1,0.76,-1.14,-0.19,-0.091863517,-0.051153845
11/29/2018 12:00,2018,11,29,12,181,0.377,-0.62,-0.1,-0.35,0.66,0.14,0.21,0.37,0.28,0.4,0.93,-0.86,0.27,0.393700787,0.568260869
11/29/2018 13:00,2018,11,29,13,182,0.81,-0.28,0.14,0.22,0.94,0.42,0.51,0.62,0.5,0.66,1.04,-0.65,0.65,0.62007874,1.034705883
11/29/2018 14:00,2018,11,29,14,183,1.001,0.03,0.32,0.7,1.11,0.68,0.82,0.82,0.63,0.8,1.12,-0.55,0.94,0.534776903,1.205714285
11/29/2018 15:00,2018,11,29,15,184,0.827,0.24,0.45,1,1.14,0.83,1.01,0.87,0.61,0.76,1.09,-0.6,1.04,0.160761155,0.954705883
11/29/2018 16:00,2018,11,29,16,185,0.331,0.23,0.47,0.92,1.03,0.83,0.98,0.77,0.46,0.54,1.02,-0.8,0.87,-0.406824147,0.496363635
11/29/2018 17:00,2018,11,29,17,186,-0.167,0.04,0.34,0.6,0.82,0.67,0.82,0.56,0.24,0.25,0.87,-1.05,0.51,-1.026902887,0.025714285
11/29/2018 18:00,2018,11,29,18,187,-0.607,-0.23,0.17,0.16,0.5,0.45,0.59,0.29,0.03,-0.04,0.78,-1.38,0.09,-1.55183727,-0.432105262
11/29/2018 19:00,2018,11,29,19,188,-0.974,-0.53,-0.01,-0.26,0.23,0.21,0.34,0.04,-0.22,-0.33,0.65,-1.67,-0.34,-1.856955381,-0.8125
11/29/2018 20:00,2018,11,29,20,189,-1.158,-0.81,-0.19,-0.69,0.02,-0.01,0.06,-0.17,-0.34,-0.5,0.55,-1.81,-0.68,-1.8667979,-1.2221875
11/29/2018 21:00,2018,11,29,21,190,-1.063,-1.01,-0.33,-1,-0.05,-0.18,-0.15,-0.24,-0.36,-0.52,0.52,-1.78,-0.82,-1.587926509,-1.154210525
11/29/2018 22:00,2018,11,29,22,191,-0.751,-1.1,-0.39,-1.14,0.04,-0.25,-0.23,-0.2,-0.25,-0.32,0.59,-1.57,-0.59,-1.092519685,-0.785714285
11/29/2018 23:00,2018,11,29,23,192,-0.299,-0.99,-0.31,-0.89,0.23,-0.14,-0.11,-0.03,-0.06,-0.05,0.71,-1.3,-0.38,-0.501968504,-0.281428573
11/30/2018 0:00,2018,11,30,0,193,0.141,-0.74,-0.17,-0.5,0.5,0.05,0.11,0.22,0.2,0.29,0.82,-0.95,0.05,0.029527559,0.26375
11/30/2018 1:00,2018,11,30,1,194,0.574,-0.42,0.02,-0.05,0.79,0.3,0.38,0.47,0.4,0.52,0.99,-0.75,0.47,0.374015748,0.7875
11/30/2018 2:00,2018,11,30,2,195,0.922,-0.13,0.24,0.44,1.03,0.55,0.66,0.7,0.56,0.74,1.06,-0.57,0.79,0.446194226,1.136666667
11/30/2018 3:00,2018,11,30,3,196,1.001,0.14,0.4,0.85,1.14,0.76,0.93,0.83,0.65,0.81,1.08,-0.53,0.99,0.223097113,1.125
11/30/2018 4:00,2018,11,30,4,197,0.633,0.26,0.47,1,1.1,0.86,1.04,0.82,0.55,0.68,1.05,-0.67,1,-0.236220472,0.7545
11/30/2018 5:00,2018,11,30,5,198,0.089,0.15,0.42,0.79,0.91,0.75,0.9,0.64,0.38,0.41,0.93,-0.92,0.71,-0.823490814,0.254761906
11/30/2018 6:00,2018,11,30,6,199,-0.39,-0.09,0.28,0.4,0.61,0.57,0.72,0.38,0.13,0.09,0.8,-1.27,0.33,-1.387795276,-0.215555554
11/30/2018 7:00,2018,11,30,7,200,-0.823,-0.38,0.07,-0.05,0.29,0.32,0.43,0.1,-0.13,-0.24,0.67,-1.58,-0.19,-1.791338583,-0.6415
11/30/2018 8:00,2018,11,30,8,201,-1.086,-0.67,-0.12,-0.51,0.05,0.08,0.16,-0.11,-0.3,-0.47,0.54,-1.8,-0.6,-1.935695538,-1.1105
11/30/2018 9:00,2018,11,30,9,202,-1.135,-0.94,-0.29,-0.9,-0.07,-0.14,-0.08,-0.27,-0.38,-0.55,0.5,-1.86,-0.84,-1.781496063,-1.283846155
11/30/2018 10:00,2018,11,30,10,203,-0.892,-1.13,-0.4,-1.16,-0.07,-0.26,-0.24,-0.29,-0.3,-0.44,0.55,-1.7,-0.83,-1.361548556,-0.975
11/30/2018 11:00,2018,11,30,11,204,-0.397,-1.07,-0.37,-1.08,0.1,-0.22,-0.21,-0.13,-0.12,-0.14,0.67,-1.37,-0.51,-0.780839895,-0.47
11/30/2018 12:00,2018,11,30,12,205,0.033,-0.84,-0.23,-0.67,0.37,-0.02,0.05,0.12,0.12,0.18,0.82,-1.07,-0.07,-0.177165354,0.10375
11/30/2018 13:00,2018,11,30,13,206,0.453,-0.53,-0.03,-0.18,0.69,0.24,0.32,0.35,0.33,0.46,0.96,-0.82,0.36,0.30511811,0.647272726
11/30/2018 14:00,2018,11,30,14,207,0.797,-0.2,0.18,0.31,0.95,0.49,0.6,0.65,0.5,0.66,1.03,-0.62,0.7,0.544619423,1.040769232
11/30/2018 15:00,2018,11,30,15,208,0.971,0.06,0.34,0.73,1.08,0.7,0.83,0.79,0.62,0.79,1.09,-0.54,0.93,0.485564304,1.171428573
11/30/2018 16:00,2018,11,30,16,209,0.843,0.23,0.46,0.99,1.13,0.85,1.05,0.85,0.62,0.75,1.07,-0.59,1.01,0.141076115,0.951333333
11/30/2018 17:00,2018,11,30,17,210,0.377,0.23,0.46,0.93,1.05,0.84,1.02,0.77,0.47,0.56,1,-0.76,0.87,-0.406824147,0.5545
11/30/2018 18:00,2018,11,30,18,211,-0.059,0.07,0.36,0.65,0.81,0.69,0.89,0.56,0.28,0.28,0.92,-1.04,0.6,-1.026902887,0.121818182
11/30/2018 19:00,2018,11,30,19,212,-0.515,-0.19,0.2,0.24,0.52,0.48,0.59,0.33,0.04,-0.01,0.8,-1.36,0.18,-1.56496063,-0.353157894
11/30/2018 20:00,2018,11,30,20,213,-0.889,-0.47,0.03,-0.2,0.26,0.25,0.4,0.04,-0.19,-0.31,0.63,-1.63,-0.29,-1.896325459,-0.750588235
11/30/2018 21:00,2018,11,30,21,214,-1.096,-0.75,-0.17,-0.62,0.04,0.04,0.11,-0.15,-0.32,-0.49,0.57,-1.81,-0.67,-1.942257218,-1.157857142
11/30/2018 22:00,2018,11,30,22,215,-0.991,-0.98,-0.3,-0.95,-0.03,-0.16,-0.1,-0.22,-0.34,-0.5,0.53,-1.75,-0.78,-1.689632546,-1.092222221
11/30/2018 23:00,2018,11,30,23,216,-0.643,-1.06,-0.35,-1.09,0.05,-0.22,-0.2,-0.18,-0.2,-0.26,0.61,-1.52,-0.65,-1.204068241,-0.684761906
12/1/2018 0:00,2018,12,1,0,217,-0.18,-0.92,-0.27,-0.84,0.26,-0.09,-0.06,-0.01,0,0.03,0.75,-1.21,-0.3,-0.606955381,-0.142083333
12/1/2018 1:00,2018,12,1,1,218,0.302,-0.65,-0.11,-0.4,0.57,0.11,0.18,0.25,0.24,0.35,0.91,-0.91,0.14,-0.042650919,0.442916667
12/1/2018 2:00,2018,12,1,2,219,0.722,-0.33,0.09,0.09,0.88,0.39,0.44,0.54,0.47,0.61,1.04,-0.67,0.58,0.351049869,0.948421053
12/1/2018 3:00,2018,12,1,3,220,1.02,-0.01,0.29,0.58,1.14,0.64,0.76,0.79,0.62,0.81,1.14,-0.52,0.89,0.475721785,1.291428573
12/1/2018 4:00,2018,12,1,4,221,1.086,0.24,0.45,0.98,1.21,0.84,0.98,0.92,0.69,0.87,1.14,-0.48,1.09,0.30511811,1.282666667
12/1/2018 5:00,2018,12,1,5,222,0.774,0.34,0.53,1.12,1.2,0.92,1.07,0.91,0.62,0.76,1.1,-0.6,1.09,-0.121391076,0.949354839
12/1/2018 6:00,2018,12,1,6,223,0.305,0.27,0.5,0.96,1.05,0.85,1.04,0.77,0.48,0.54,1.03,-0.8,0.86,-0.695538058,0.562857142
12/1/2018 7:00,2018,12,1,7,224,-0.102,0.07,0.4,0.6,0.78,0.7,0.84,0.54,0.26,0.25,0.89,-1.07,0.49,-1.272965879,0.082380951
12/1/2018 8:00,2018,12,1,8,225,-0.551,-0.21,0.21,0.18,0.49,0.47,0.62,0.28,0.05,-0.03,0.81,-1.39,0.07,-1.709317585,-0.380555554
12/1/2018 9:00,2018,12,1,9,226,-0.843,-0.49,0.02,-0.23,0.25,0.24,0.34,0.03,-0.14,-0.29,0.67,-1.64,-0.34,-1.896325459,-0.725
12/1/2018 10:00,2018,12,1,10,227,-0.935,-0.73,-0.14,-0.62,0.1,0.03,0.13,-0.09,-0.25,-0.39,0.62,-1.69,-0.62,-1.784776903,-1.034814816
12/1/2018 11:00,2018,12,1,11,228,-0.741,-0.92,-0.25,-0.89,0.11,-0.09,-0.05,-0.11,-0.19,-0.29,0.67,-1.57,-0.64,-1.400918635,-0.789473684
12/1/2018 12:00,2018,12,1,12,229,-0.338,-0.9,-0.23,-0.87,0.26,-0.08,-0.03,0.02,-0.04,-0.05,0.75,-1.29,-0.41,-0.836614173,-0.325
12/1/2018 13:00,2018,12,1,13,230,0.154,-0.71,-0.11,-0.52,0.51,0.09,0.14,0.22,0.19,0.27,0.91,-0.97,0.03,-0.232939633,0.214166667
12/1/2018 14:00,2018,12,1,14,231,0.515,-0.4,0.07,-0.05,0.81,0.32,0.4,0.49,0.4,0.52,1.02,-0.77,0.43,0.259186352,0.732
12/1/2018 15:00,2018,12,1,15,232,0.866,-0.09,0.28,0.42,1.04,0.59,0.72,0.73,0.57,0.72,1.09,-0.57,0.74,0.518372703,1.117857142
12/1/2018 16:00,2018,12,1,16,233,1.05,0.17,0.44,0.82,1.19,0.78,0.92,0.91,0.68,0.86,1.17,-0.49,0.98,0.475721785,1.269230768
12/1/2018 17:00,2018,12,1,17,234,0.902,0.34,0.56,1.07,1.24,0.93,1.08,0.95,0.67,0.82,1.16,-0.54,1.08,0.134514436,1.080740741
12/1/2018 18:00,2018,12,1,18,235,0.443,0.32,0.57,1.03,1.18,0.92,1.08,0.87,0.53,0.61,1.1,-0.73,0.94,-0.419947507,0.6459375
12/1/2018 19:00,2018,12,1,19,236,-0.066,0.16,0.46,0.73,0.89,0.76,0.89,0.68,0.34,0.36,0.95,-0.98,0.62,-1.059711286,0.149130436
12/1/2018 20:00,2018,12,1,20,237,-0.512,-0.12,0.27,0.3,0.57,0.54,0.66,0.38,0.07,0,0.81,-1.36,0.15,-1.630577428,-0.3525
12/1/2018 21:00,2018,12,1,21,238,-0.932,-0.42,0.07,-0.15,0.24,0.29,0.39,0.1,-0.17,-0.31,0.66,-1.67,-0.32,-1.991469816,-0.790555554
12/1/2018 22:00,2018,12,1,22,239,-1.178,-0.72,-0.14,-0.63,0.03,0.04,0.12,-0.15,-0.34,-0.51,0.57,-1.85,-0.71,-2.053805774,-1.245
12/1/2018 23:00,2018,12,1,23,240,-1.168,-0.98,-0.29,-0.99,-0.06,-0.15,-0.13,-0.25,-0.39,-0.57,0.52,-1.87,-0.89,-1.804461942,-1.2375
12/2/2018 0:00,2018,12,2,0,241,-0.82,-1.11,-0.35,-1.2,0,-0.25,-0.24,-0.22,-0.27,-0.38,0.6,-1.63,-0.81,-1.302493438,-0.88190476
12/2/2018 1:00,2018,12,2,1,242,-0.312,-1.01,-0.3,-1,0.22,-0.15,-0.14,-0.04,-0.05,-0.06,0.72,-1.29,-0.43,-0.666010499,-0.341666667
12/2/2018 2:00,2018,12,2,2,243,0.151,-0.73,-0.14,-0.55,0.52,0.06,0.09,0.24,0.17,0.27,0.86,-0.97,0.03,-0.055774278,0.2596
12/2/2018 3:00,2018,12,2,3,244,0.587,-0.41,0.06,-0.05,0.81,0.33,0.37,0.49,0.41,0.56,1,-0.73,0.45,0.387139108,0.8176
12/2/2018 4:00,2018,12,2,4,245,0.886,-0.09,0.27,0.45,1.03,0.58,0.69,0.72,0.57,0.73,1.11,-0.58,0.77,0.551181102,1.152142858
12/2/2018 5:00,2018,12,2,5,246,1.001,0.17,0.42,0.86,1.16,0.79,0.91,0.88,0.67,0.84,1.14,-0.51,0.98,0.403543307,1.166428573
12/2/2018 6:00,2018,12,2,6,247,0.712,0.28,0.51,1.02,1.15,0.89,1.04,0.88,0.6,0.73,1.1,-0.62,0.99,-0.019685039,0.876956522
12/2/2018 7:00,2018,12,2,7,248,0.213,0.21,0.48,0.89,1.01,0.83,0.97,0.74,0.42,0.48,1.04,-0.87,0.75,-0.61023622,0.418235295
12/2/2018 8:00,2018,12,2,8,249,-0.226,-0.02,0.35,0.51,0.74,0.64,0.77,0.52,0.22,0.19,0.88,-1.16,0.4,-1.217191601,-0.071818182
12/2/2018 9:00,2018,12,2,9,250,-0.663,-0.29,0.16,0.08,0.43,0.43,0.54,0.26,-0.04,-0.12,0.74,-1.48,-0.03,-1.686351706,-0.522777779
12/2/2018 10:00,2018,12,2,10,251,-1.01,-0.56,-0.02,-0.36,0.14,0.18,0.26,-0.01,-0.24,-0.39,0.61,-1.74,-0.47,-1.902887139,-0.88625
12/2/2018 11:00,2018,12,2,11,252,-1.135,-0.84,-0.2,-0.76,0.02,-0.02,0.05,-0.17,-0.35,-0.51,0.56,-1.82,-0.74,-1.811023622,-1.210645161
12/2/2018 12:00,2018,12,2,12,253,-0.958,-1.02,-0.31,-1.04,0.02,-0.17,-0.17,-0.17,-0.31,-0.45,0.59,-1.72,-0.8,-1.430446194,-0.995333333
12/2/2018 13:00,2018,12,2,13,254,-0.505,-1.03,-0.32,-1.06,0.13,-0.18,-0.18,-0.12,-0.14,-0.19,0.7,-1.44,-0.59,-0.856299213,-0.557727274
12/2/2018 14:00,2018,12,2,14,255,-0.062,-0.84,-0.21,-0.7,0.36,-0.02,0.01,0.1,0.05,0.1,0.81,-1.14,-0.18,-0.239501312,-0.018695653
12/2/2018 15:00,2018,12,2,15,256,0.282,-0.56,-0.05,-0.26,0.64,0.19,0.25,0.34,0.24,0.36,0.91,-0.93,0.21,0.269028871,0.478947369
12/2/2018 16:00,2018,12,2,16,257,0.627,-0.27,0.14,0.18,0.87,0.42,0.49,0.57,0.43,0.57,1,-0.72,0.53,0.531496063,0.852666667
12/2/2018 17:00,2018,12,2,17,258,0.81,-0.02,0.31,0.57,1.04,0.63,0.76,0.72,0.52,0.68,1.08,-0.66,0.79,0.479002625,1.007916667
12/2/2018 18:00,2018,12,2,18,259,0.686,0.15,0.43,0.83,1.07,0.77,0.92,0.78,0.54,0.68,1.08,-0.66,0.84,0.114829396,0.783928573
12/2/2018 19:00,2018,12,2,19,260,0.167,0.15,0.42,0.8,0.96,0.79,0.94,0.7,0.38,0.45,1.01,-0.88,0.78,-0.475721785,0.366
12/2/2018 20:00,2018,12,2,20,261,-0.335,-0.03,0.31,0.48,0.71,0.61,0.75,0.48,0.17,0.15,0.87,-1.21,0.38,-1.151574803,-0.130833333
12/2/2018 21:00,2018,12,2,21,262,-0.837,-0.33,0.12,0.03,0.36,0.38,0.51,0.19,-0.13,-0.24,0.7,-1.6,-0.11,-1.748687664,-0.634210525
12/2/2018 22:00,2018,12,2,22,263,-1.276,-0.65,-0.13,-0.44,0,0.11,0.21,-0.14,-0.39,-0.57,0.5,-1.94,-0.66,-2.122703412,-1.218965518
12/2/2018 23:00,2018,12,2,23,264,-1.473,-0.97,-0.33,-0.91,-0.23,-0.15,-0.08,-0.37,-0.57,-0.77,0.4,-2.1,-1.07,-2.17519685,-1.502941178
12/3/2018 0:00,2018,12,3,0,265,-1.437,-1.21,-0.48,-1.31,-0.31,-0.36,-0.34,-0.47,-0.59,-0.79,0.38,-2.1,-1.21,-1.893044619,-1.561818182
12/3/2018 1:00,2018,12,3,1,266,-1.112,-1.34,-0.55,-1.5,-0.24,-0.46,-0.46,-0.44,-0.44,-0.6,0.47,-1.86,-1.09,-1.345144357,-1.208571427
12/3/2018 2:00,2018,12,3,2,267,-0.538,-1.23,-0.48,-1.3,-0.01,-0.35,-0.36,-0.25,-0.24,-0.26,0.58,-1.5,-0.71,-0.656167979,-0.635714285
12/3/2018 3:00,2018,12,3,3,268,-0.085,-0.97,-0.32,-0.85,0.32,-0.13,-0.11,0.04,0.03,0.09,0.74,-1.15,-0.2,0.00328084,-0.045769232
12/3/2018 4:00,2018,12,3,4,269,0.348,-0.63,-0.11,-0.32,0.62,0.14,0.2,0.33,0.24,0.37,0.87,-0.9,0.27,0.475721785,0.499230768
12/3/2018 5:00,2018,12,3,5,270,0.699,-0.32,0.1,0.2,0.85,0.41,0.52,0.53,0.43,0.59,0.97,-0.72,0.61,0.649606299,0.951111112
12/3/2018 6:00,2018,12,3,6,271,0.801,-0.05,0.26,0.65,0.98,0.63,0.78,0.69,0.51,0.68,1,-0.64,0.86,0.488845144,0.996363635
12/3/2018 7:00,2018,12,3,7,272,0.486,0.09,0.34,0.86,0.98,0.76,0.93,0.74,0.44,0.56,1,-0.77,0.86,0.032808399,0.616363635
12/3/2018 8:00,2018,12,3,8,273,-0.036,0.02,0.31,0.69,0.82,0.66,0.86,0.57,0.26,0.3,0.88,-1.03,0.61,-0.593832021,0.143333333
12/3/2018 9:00,2018,12,3,9,274,-0.482,-0.22,0.16,0.32,0.5,0.48,0.61,0.31,0.04,-0.01,0.76,-1.37,0.18,-1.233595801,-0.318947369
12/3/2018 10:00,2018,12,3,10,275,-0.948,-0.47,-0.02,-0.17,0.19,0.23,0.36,0.03,-0.24,-0.34,0.56,-1.72,-0.27,-1.725721785,-0.753
